title,phone,email,platform,address,website,review_rating,review_count,category,industry,scraped_at,plus_code,open_hours,status,price_range,link,latitude,longitude,emails,contact_url
Kodiak Lawn Care and Snow Removal,+1 907-486-8829,,,"2522 Selief Ln, Kodiak, AK 99615, United States",facebook.com,4.7,3,Landscaper,Landscaping,2026-05-28T16:05:55.042686,"RJ5H+WJ Kodiak, Alaska, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Kodiak+Lawn+Care+and+Snow+Removal/@57.8098099,-152.3708943,17z/data=!3m1!4b1!4m6!3m5!1s0x56eac465a0b876d5:0x64c7f4f195390495!8m2!3d57.8098099!4d-152.3708943!16s%2Fg%2F1261r3_jx?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",57.8098099,-152.3708943,[],
Alaska Premier Services,+1 907-887-4545,,WordPress,"8240 Hartzell Rd #3, Anchorage, AK 99507, United States",alaskapremierservices.com,4.8,120,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,"45W2+F4 Abbott Loop, Anchorage, AK, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Alaska+Premier+Services/@61.1461365,-149.8496768,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8975e31f9bbbb:0x43abd6a3b133f074!8m2!3d61.1461365!4d-149.8496768!16s%2Fg%2F11xdl5b7n?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1461365,-149.8496768,[],
Alaska Lawn & Services,+1 907-830-1445,,,,,5.0,57,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,,,Open 24 hours,,"https://www.google.com/maps/place/Alaska+Lawn+%26+Services/@61.108505,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0x552cd19d4630d15:0x452c77a0a39551e!8m2!3d61.108505!4d-149.4491109!16s%2Fg%2F11vzmv4z_r?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.108505,-149.4491109,,
Lawn & Order LLC,+1 907-671-0841,,,,,5.0,22,Property maintenance,Landscaping,2026-05-28T16:05:55.042686,,,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Lawn+%26+Order+LLC/@62.2786459,-149.7129325,7z/data=!3m1!4b1!4m6!3m5!1s0x8b81b34e43d411b7:0xcdb0e80237dc9058!8m2!3d62.278646!4d-149.7129325!16s%2Fg%2F11y828lnkn?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",62.2786459,-149.7129325,,
Chena Lawn Care,+1 907-388-1816,,,"Chena Pump Rd, Fairbanks, AK 99709, United States",m.facebook.com,4.8,23,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,"R4XQ+WV Fairbanks, Alaska, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Chena+Lawn+Care/@64.8498442,-147.8603136,17z/data=!3m1!4b1!4m6!3m5!1s0x5132454c0018293b:0x2035fbcd5bb92898!8m2!3d64.8498442!4d-147.8603136!16s%2Fg%2F11hd6xbmxk?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",64.8498442,-147.8603136,[],
"Lawn Aeration Services, LLC",+1 907-982-9113,,WordPress,,aklawnaeration.com,5.0,9,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Lawn+Aeration+Services,+LLC/@61.5906055,-149.3181305,11z/data=!3m1!4b1!4m6!3m5!1s0x2acdda6f309fc21f:0x178401bcbed968d9!8m2!3d61.5906055!4d-149.3181305!16s%2Fg%2F11ycxx6jkq?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.5906055,-149.3181305,[],
Lawns & Lots,+1 907-952-0321,,,"721 Depot Dr, Anchorage, AK 99501, United States",lawnsandlots.com,5.0,50,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,"64C3+M7 Downtown, Anchorage, AK, USA",,Open 24 hours,,"https://www.google.com/maps/place/Lawns+%26+Lots/@61.2216851,-149.89684,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8971325d81a8b:0x93967cdf7e2ad9cf!8m2!3d61.2216851!4d-149.89684!16s%2Fg%2F11q1vqfbtr?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.2216851,-149.89684,[],
By The Yard Lawn Care,+1 907-953-6318,,,,facebook.com,4.6,11,Landscaper,Landscaping,2026-05-28T16:05:55.042686,,,Closed · Opens 7:30 AM,,"https://www.google.com/maps/place/By+The+Yard+Lawn+Care/@60.5362036,-150.9704665,10z/data=!3m1!4b1!4m6!3m5!1s0x56c6614b438ca0c5:0xb47eb32bc7f7b2ff!8m2!3d60.5362036!4d-150.9704666!16s%2Fg%2F11cltx0403?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",60.5362036,-150.9704665,[],
AK Lawns,+1 907-565-9632,,,,,5.0,1,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,,,Closed · Opens 7 AM,,"https://www.google.com/maps/place/AK+Lawns/@15.5549696,108.4850176,14z/data=!3m1!4b1!4m3!3m2!1s0x56c899c2c1130151:0x42c6ed53eb6465ce!16s%2Fg%2F11fkm6c42t?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",15.5549696,108.4850176,,
No Mow Worries,+1 907-414-7760,907nomowworries@gmail.com,WordPress,"1151 N Shenandoah Dr, Palmer, AK 99645, United States",nomowworriesak.com,4.9,70,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,"HPR5+PP Palmer, Alaska, USA",,Closed · Opens 8 AM,,https://www.google.com/maps/place/No+Mow+Worries/data=!4m7!3m6!1s0xa395c19f07432585:0x8cf8fff9bc1cedf6!8m2!3d61.5918474!4d-149.2906367!16s%2Fg%2F11srckd_v8!19sChIJhSVDB5_BlaMR9u0cvPn_-Iw,,,['907nomowworries@gmail.com'],https://nomowworriesak.com
"Fetterhoff Lawn Care, LLC",+1 907-299-4527,fetterhoffmowing@gmail.com,WordPress,"40770 Kay Ct, Homer, AK 99603, United States",fetterhofflawns.com,4.9,8,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,"M8JP+PF Homer, Alaska, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Fetterhoff+Lawn+Care,+LLC/@59.6818425,-151.6637561,17z/data=!3m1!4b1!4m6!3m5!1s0x56c13367537e201b:0x437de575ef160471!8m2!3d59.6818425!4d-151.6637561!16s%2Fg%2F11sy2gqh06?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",59.6818425,-151.6637561,['fetterhoffmowing@gmail.com'],https://fetterhofflawns.com
Glaciers Edge Maintenance,+1 907-223-4666,,WordPress,"1104 W 30th Ave, Anchorage, AK 99503, United States",gemalaska.com,4.9,114,Snow removal service,Landscaping,2026-05-28T16:05:55.042686,"53VW+49 Spenard, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Glaciers+Edge+Maintenance/@61.1927777,-149.9040042,17z/data=!3m1!4b1!4m6!3m5!1s0x56c899e9df78998f:0x90f6f643a177ce97!8m2!3d61.1927777!4d-149.9040042!16s%2Fg%2F12vttmhlq?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1927777,-149.9040042,[],
Norton Management Services,+1 907-841-6606,nortonmsllc@gmail.com,Duda,"1201 W Melanie Ave Unit B, Wasilla, AK 99654, United States",nortonlandscapealaska.com,,,Landscaper,Landscaping,2026-05-28T16:05:55.042686,"HGQ9+68 Wasilla, Alaska, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Norton+Management+Services/@61.5880695,-149.4816534,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8df6900fdf0c1:0x5e881c8e8a92aa0!8m2!3d61.5880695!4d-149.4816534!16s%2Fg%2F11xh8xvckd?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.5880695,-149.4816534,['nortonmsllc@gmail.com'],https://nortonlandscapealaska.com
Local Lawns Alaska,+1 907-891-2870,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,Wix,"11705 Alderwood Loop, Anchorage, AK 99516, United States",locallawnsalaska.com,5.0,15,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,"4589+3P Huffman / O' Malley, Anchorage, AK, USA",,Closed · Opens 6 AM,,"https://www.google.com/maps/place/Local+Lawns+Alaska/@61.1152403,-149.8307356,17z/data=!3m1!4b1!4m6!3m5!1s0x835f2b7c2e42a825:0x9ef7cf82fcc970f3!8m2!3d61.1152403!4d-149.8307356!16s%2Fg%2F11v08qsf2t?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1152403,-149.8307356,"['605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', 'bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com', 'c183baa23371454f99f417f6616b724d@sentry.wixpress.com', 'dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com', 'locallawnsalaska@gmail.com']",https://locallawnsalaska.com
TurfPro Lawn & Snow,+1 907-334-3331,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,Wix,"12201 Wagner St, Anchorage, AK 99516, United States",turfprolawnandsnow.com,4.4,20,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,"456H+47 Huffman / O' Malley, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/TurfPro+Lawn+%26+Snow/@61.1103197,-149.821837,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8bd5955555555:0xe140d37af9a0ad6d!8m2!3d61.1103197!4d-149.821837!16s%2Fg%2F11b7j_w9f8?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1103197,-149.821837,['605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com'],https://turfprolawnandsnow.com
Mulcare Lawn Care,+1 907-590-0730,info@mlcalaska.com,WordPress,,mulcarelawncare.com,5.0,10,Landscaper,Landscaping,2026-05-28T16:05:55.042686,,"
Closed · Opens 7 AM

See more hours

",,,"https://www.google.com/maps/place/Mulcare+Lawn+Care/@64.8039236,-147.5647035,11z/data=!3m1!4b1!4m6!3m5!1s0x5132454c00000001:0xa3fba754358f45e2!8m2!3d64.8039236!4d-147.5647035!16s%2Fg%2F1tncsjqh?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",64.8039236,-147.5647035,['info@mlcalaska.com'],https://mulcarelawncare.com
Leaf It To Me Lawn Care,+1 907-398-6555,,,"708 Cypress Dr, Kenai, AK 99611, United States",leafittomealaska.com,4.0,3,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,"HPFH+72 Kenai, Alaska, USA",,Open 24 hours,,"https://www.google.com/maps/place/Leaf+It+To+Me+Lawn+Care/@60.5732112,-151.2724152,17z/data=!3m1!4b1!4m6!3m5!1s0x26d4af472b081459:0x67a4e762074d8536!8m2!3d60.5732112!4d-151.2724152!16s%2Fg%2F11x2wsfdqz?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",60.5732112,-151.2724152,[],
Mat-Su Landscaping & Lawn,+1 907-841-2162,matsullm@hotmail.com,Squarespace,"500 N Trent Cir, Wasilla, AK 99654, United States",matsullm.com,4.3,6,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,"HJJ7+CM Wasilla, Alaska, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Mat-Su+Landscaping+%26+Lawn/@61.5810733,-149.3857846,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8de5f657faf8b:0x5534eabef82955e2!8m2!3d61.5810733!4d-149.3857846!16s%2Fg%2F1tm12bbc?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.5810733,-149.3857846,['matsullm@hotmail.com'],https://matsullm.com
"Kelly Lawn & Landscaping, LLC",+1 907-441-8923,office@kellyllc.net,WordPress,"725 E 81st Ave, Anchorage, AK 99518, United States",kellyllc.net,4.8,297,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,"44XJ+5H Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Kelly+Lawn+%26+Landscaping,+LLC/@61.1478902,-149.8685624,17z/data=!3m1!4b1!4m6!3m5!1s0x56c899d41ffb817f:0xe1f9ac17b94f4773!8m2!3d61.1478902!4d-149.8685624!16s%2Fg%2F1w455bs4?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1478902,-149.8685624,['office@kellyllc.net'],https://kellyllc.net
Just Lawns,+1 907-248-0800,,,"3701 Huffman Rd, Anchorage, AK 99516, United States",justlawns.net,3.5,58,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,"455P+JJ Huffman / O' Malley, Anchorage, AK, USA",,Closed · Opens 7 AM,,"https://www.google.com/maps/place/Just+Lawns/@61.1090847,-149.8134388,17z/data=!3m1!4b1!4m6!3m5!1s0x56c89a23cf50385d:0xce54f972369cdf01!8m2!3d61.1090847!4d-149.8134388!16s%2Fg%2F1tg7rrmj?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1090847,-149.8134388,[],
Crew Cut Lawns,+1 907-301-8627,crewcutlawns@yahoo.com,WordPress,"551 W 54th Ave, Anchorage, AK 99518, United States",crewcutlawns.com,3.2,66,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,"54C4+QR Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Crew+Cut+Lawns/@61.1719405,-149.8929561,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8999af34644cf:0xf2b42b174757613!8m2!3d61.1719405!4d-149.8929561!16s%2Fg%2F1tvrzg5w?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1719405,-149.8929561,['crewcutlawns@yahoo.com'],https://crewcutlawns.com
Polar lawns and plowing,+1 907-315-3879,polarlawnandsnow@icloud.com,,,polarlawns.com,5.0,2,Landscaper,Landscaping,2026-05-28T16:05:55.042686,,,Open 24 hours,,"https://www.google.com/maps/place/Polar+lawns+and+plowing/@61.108505,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0x877c1c08f043c061:0xdd30a971e0dad4e3!8m2!3d61.108505!4d-149.4491109!16s%2Fg%2F11z5b3m33m?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.108505,-149.4491109,['polarlawnandsnow@icloud.com'],https://polarlawns.com
A Cut Above Tree Care,+1 907-802-1200,,,,,5.0,21,Tree service,Landscaping,2026-05-28T16:05:55.042686,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/A+Cut+Above+Tree+Care/@61.108505,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0x56c8980c179c0001:0xc9d9df0fe292fa7c!8m2!3d61.108505!4d-149.4491109!16s%2Fg%2F11fnypc90j?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.108505,-149.4491109,,
Green Helper AK,+1 907-444-9198,,WordPress,,greenhelperak.com,4.9,33,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Green+Helper+AK/@61.108505,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0xb72cbdc0f9b709:0x2c891089dd836d03!8m2!3d61.108505!4d-149.4491109!16s%2Fg%2F11khw1m8tb?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.108505,-149.4491109,[],
The Lawn Guru,+1 907-355-1190,,,"335 S Jerome Dr, Wasilla, AK 99654, United States",,5.0,2,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,"HMJJ+F9 Wasilla, Alaska, USA",,,,"https://www.google.com/maps/place/The+Lawn+Guru/@61.5811602,-149.319001,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8e0f4186c0001:0x7aa8c36d7e6dbb2e!8m2!3d61.5811602!4d-149.319001!16s%2Fg%2F11qgyllq5j?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.5811602,-149.319001,,
"Yard Chief Yard Care, Inc",+1 907-337-3355,yrdchief@pobox.alaska.net,WordPress,"1425 N, 1425 Spar Ave #2, Anchorage, AK 99501, United States",yardchiefalaska.com,3.4,5,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,"64FV+6R Mountain View, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Yard+Chief+Yard+Care,+Inc/@61.2230278,-149.855402,17z/data=!3m1!4b1!4m6!3m5!1s0x56c897b718216d33:0xd8460e3e7ca1a7ca!8m2!3d61.2230278!4d-149.855402!16s%2Fg%2F11jmy_d6j9?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.2230278,-149.855402,['yrdchief@pobox.alaska.net'],https://yardchiefalaska.com
Frostline Land Management,+1 907-759-4490,info@frostlineak.com,WordPress,,frostlineak.com,5.0,4,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Frostline+Land+Management/@62.105315,-149.7129325,7z/data=!3m1!4b1!4m6!3m5!1s0x83ec2f18b5033fdf:0x2899125658c84419!8m2!3d62.105315!4d-149.7129325!16s%2Fg%2F11vy5xn_r8?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",62.105315,-149.7129325,['info@frostlineak.com'],https://frostlineak.com
Cuts & Cuts,+1 907-214-1106,,WordPress,,cutscutsak.com,5.0,7,Lawn care service,Landscaping,2026-05-28T16:05:55.042686,,,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Cuts+%26+Cuts/@62.2786459,-149.7129325,7z/data=!3m1!4b1!4m6!3m5!1s0x8fc5f88ffff91a45:0xae8db9b9d86ee24a!8m2!3d62.278646!4d-149.7129325!16s%2Fg%2F11vynjpydc?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",62.2786459,-149.7129325,[],
Alaska Lawn & Services,+1 907-830-1445,,,,,5.0,57,Lawn care service,Landscaping,2026-05-28T16:09:08.567697,,,Open 24 hours,,"https://www.google.com/maps/place/Alaska+Lawn+%26+Services/@61.108505,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0x552cd19d4630d15:0x452c77a0a39551e!8m2!3d61.108505!4d-149.4491109!16s%2Fg%2F11vzmv4z_r?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.108505,-149.4491109
Brilliant Alaska LLC,+1 907-521-7068,,,,jobbersites.com,5.0,43,Lawn care service,Landscaping,2026-05-28T16:09:08.567697,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Brilliant+Alaska+LLC/@61.5906055,-149.3181305,11z/data=!3m1!4b1!4m6!3m5!1s0xa649662dc6e95527:0xee6aaa46aa947c43!8m2!3d61.5906055!4d-149.3181305!16s%2Fg%2F11yd1vcd3r?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.5906055,-149.3181305
No Mow Worries,+1 907-414-7760,907nomowworries@gmail.com,WordPress,"1151 N Shenandoah Dr, Palmer, AK 99645, United States",nomowworriesak.com,4.9,70,Lawn care service,Landscaping,2026-05-28T16:09:08.567697,"HPR5+PP Palmer, Alaska, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/No+Mow+Worries/@61.5918474,-149.2906367,17z/data=!3m1!4b1!4m6!3m5!1s0xa395c19f07432585:0x8cf8fff9bc1cedf6!8m2!3d61.5918474!4d-149.2906367!16s%2Fg%2F11srckd_v8?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.5918474,-149.2906367
Alaska Lawn & Services,+1 907-830-1445,,,,,5.0,57,Lawn care service,Landscaping,2026-05-28T16:11:28.584306,,,Open 24 hours,,"https://www.google.com/maps/place/Alaska+Lawn+%26+Services/@61.108505,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0x552cd19d4630d15:0x452c77a0a39551e!8m2!3d61.108505!4d-149.4491109!16s%2Fg%2F11vzmv4z_r?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",61.108505,-149.4491109
Brilliant Alaska LLC,+1 907-521-7068,,,,jobbersites.com,5.0,43,Lawn care service,Landscaping,2026-05-28T16:11:28.584306,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Brilliant+Alaska+LLC/@61.5906055,-149.3181305,11z/data=!3m1!4b1!4m6!3m5!1s0xa649662dc6e95527:0xee6aaa46aa947c43!8m2!3d61.5906055!4d-149.3181305!16s%2Fg%2F11yd1vcd3r?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",61.5906055,-149.3181305
No Mow Worries,+1 907-414-7760,907nomowworries@gmail.com,WordPress,"1151 N Shenandoah Dr, Palmer, AK 99645, United States",nomowworriesak.com,4.9,70,Lawn care service,Landscaping,2026-05-28T16:11:28.584306,"HPR5+PP Palmer, Alaska, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/No+Mow+Worries/@61.5918474,-149.2906367,17z/data=!3m1!4b1!4m6!3m5!1s0xa395c19f07432585:0x8cf8fff9bc1cedf6!8m2!3d61.5918474!4d-149.2906367!16s%2Fg%2F11srckd_v8?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",61.5918474,-149.2906367
"Kelly Lawn & Landscaping, LLC",+1 907-441-8923,office@kellyllc.net,WordPress,"725 E 81st Ave, Anchorage, AK 99518, United States",kellyllc.net,4.8,297,Lawn care service,Landscaping,2026-05-28T16:11:28.584306,"44XJ+5H Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Kelly+Lawn+%26+Landscaping,+LLC/data=!4m7!3m6!1s0x56c899d41ffb817f:0xe1f9ac17b94f4773!8m2!3d61.1478902!4d-149.8685624!16s%2Fg%2F1w455bs4!19sChIJf4H7H9SZyFYRc0dPuRes-eE",,
Local Lawns Alaska,+1 907-891-2870,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,Wix,"11705 Alderwood Loop, Anchorage, AK 99516, United States",locallawnsalaska.com,5.0,15,Lawn care service,Landscaping,2026-05-28T16:11:28.584306,"4589+3P Huffman / O' Malley, Anchorage, AK, USA",,Closed · Opens 6 AM,,"https://www.google.com/maps/place/Local+Lawns+Alaska/@61.1152403,-149.8307356,17z/data=!3m1!4b1!4m6!3m5!1s0x835f2b7c2e42a825:0x9ef7cf82fcc970f3!8m2!3d61.1152403!4d-149.8307356!16s%2Fg%2F11v08qsf2t?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",61.1152403,-149.8307356
Alaska Premier Services,+1 907-887-4545,,WordPress,"8240 Hartzell Rd #3, Anchorage, AK 99507, United States",alaskapremierservices.com,4.8,120,Lawn care service,Landscaping,2026-05-28T16:11:28.584306,"45W2+F4 Abbott Loop, Anchorage, AK, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Alaska+Premier+Services/@61.1461365,-149.8496768,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8975e31f9bbbb:0x43abd6a3b133f074!8m2!3d61.1461365!4d-149.8496768!16s%2Fg%2F11xdl5b7n?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",61.1461365,-149.8496768
Lawns & Lots,+1 907-952-0321,,,"721 Depot Dr, Anchorage, AK 99501, United States",lawnsandlots.com,5.0,50,Lawn care service,Landscaping,2026-05-28T16:11:28.584306,"64C3+M7 Downtown, Anchorage, AK, USA",,Open 24 hours,,"https://www.google.com/maps/place/Lawns+%26+Lots/@61.2216851,-149.89684,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8971325d81a8b:0x93967cdf7e2ad9cf!8m2!3d61.2216851!4d-149.89684!16s%2Fg%2F11q1vqfbtr?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",61.2216851,-149.89684
Brilliant Alaska LLC,+1 907-521-7068,,,,jobbersites.com,5.0,43,Lawn care service,Landscaping,2026-05-28T16:16:43.515125,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Brilliant+Alaska+LLC/@61.5906055,-149.3181305,11z/data=!3m1!4b1!4m6!3m5!1s0xa649662dc6e95527:0xee6aaa46aa947c43!8m2!3d61.5906055!4d-149.3181305!16s%2Fg%2F11yd1vcd3r?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.5906055,-149.3181305,[],
"Kelly Lawn & Landscaping, LLC",+1 907-441-8923,office@kellyllc.net,WordPress,"725 E 81st Ave, Anchorage, AK 99518, United States",kellyllc.net,4.8,297,Lawn care service,Landscaping,2026-05-28T16:16:43.515125,"44XJ+5H Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Kelly+Lawn+%26+Landscaping,+LLC/@61.1478902,-149.8685624,17z/data=!3m1!4b1!4m6!3m5!1s0x56c899d41ffb817f:0xe1f9ac17b94f4773!8m2!3d61.1478902!4d-149.8685624!16s%2Fg%2F1w455bs4?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1478902,-149.8685624,['office@kellyllc.net'],https://kellyllc.net
"Fetterhoff Lawn Care, LLC",+1 907-299-4527,fetterhoffmowing@gmail.com,WordPress,"40770 Kay Ct, Homer, AK 99603, United States",fetterhofflawns.com,4.9,8,Lawn care service,Landscaping,2026-05-28T16:16:43.515125,"M8JP+PF Homer, Alaska, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Fetterhoff+Lawn+Care,+LLC/@59.6818425,-151.6637561,17z/data=!3m1!4b1!4m6!3m5!1s0x56c13367537e201b:0x437de575ef160471!8m2!3d59.6818425!4d-151.6637561!16s%2Fg%2F11sy2gqh06?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",59.6818425,-151.6637561,['fetterhoffmowing@gmail.com'],https://fetterhofflawns.com
A-1 Lawn & Landscaping,+1 907-248-7000,services@a1lawn.com,WordPress,"6727 Old Seward Hwy, Anchorage, AK 99518, United States",a1lawn.com,4.2,138,Landscaper,Landscaping,2026-05-28T16:16:43.515125,"545P+VG Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/A-1+Lawn+%26+Landscaping/@61.1596819,-149.8636882,17z/data=!3m1!4b1!4m6!3m5!1s0x56c89778974bc3a9:0xa66e7b7d29ee23c1!8m2!3d61.1596819!4d-149.8636882!16s%2Fg%2F1tfvywtq?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1596819,-149.8636882,"['services@a1lawn.com', 'john@doe.com']",https://a1lawn.com/contact
